FID,YEAR_,DISTRICT,COSITE,ROADWAY,DESC_FRM,DESC_TO,AADT,AADTFLG,KFLG,K100FLG,DFLG,TFLG,COUNTYDOT,COUNTY,MNG_DIST,BEGIN_POST,END_POST,KFCTR,K100FCTR,DFCTR,TFCTR,Shape_Leng,Shape__Length
14735,2024,6,876282,87260509,WB SR 826,WB NW 167 ST,8300,F,F,F,W,1,87,Miami-Dade,6,0,0.09,8,0,99.9,6.5,141.7084,141.708377657679
14736,2024,2,720118,72050000,72050348 NB ON,FRANKLIN AVE,13700,C,F,F,F,F,72,Duval,2,14.145,14.825,9,0,54.9,7.2,1096.6026,1096.60262905677
14737,2024,6,876369,87281223,NW 42 AVE/NB,SOUTH RIVER DR,1200,F,F,F,W,1,87,Miami-Dade,6,0,0.152,9,0,99.9,5.3,241.9419,241.941945116283
14738,2024,3,555078,55005000,US-90/SR-10/TENNESSE,CR-146/MICCOSUKEE,24500,F,F,F,F,A,55,Leon,3,0.75,1.296,9,0,66.1,1.6,878.6274,878.627439085229
14739,2024,5,750438,75030000,N/A,N/A,38500,S,F,F,F,2,75,Orange,5,6.289,6.742,9,0,52.9,2.8,728.9074,728.907378186657
14740,2024,5,752350,75514001,BUENA VISTA DR,OSCEOLA PWKY,3700,C,F,F,W,F,75,Orange,5,0,0.127,9,0,99.9,2.8,203.1286,203.12858272928
14741,2024,5,750591,75011000,LAKE DESTINY DR,75280164 WB ON,79000,S,F,F,F,F,75,Orange,5,0,0.122,8,0,52.9,2.8,196.2418,196.241763240569
14742,2024,5,708075,70000230,GRISSOM PKWY,US-1,2800,C,F,F,F,A,70,Brevard,5,0,1.643,9,0,53.8,3.8,2653.549,2653.54898666218
14743,2024,5,797007,79000331,Bridge No-790211,79110015 EB ON,5100,C,F,F,F,A,79,Volusia,5,0.205,0.38,9,0,57.7,3.4,282.0908,282.090841586584
14744,2024,6,870136,87008000,UNDERPASS#870467 /NB,SR 823/W 4 AV/RED RD,21900,C,F,F,F,A,87,Miami-Dade,6,0,2.073,9,0,54.9,2.6,3340.571,3340.57103513728
14745,2024,3,560011,55070000,SR-20/SR-267,TO SR-267,4900,C,F,F,F,F,55,Leon,3,0.931,1.872,9.5,0,60.7,15.4,1515.388,1515.38799294544
14746,2024,5,758374,75000470,PLANTATION POINTE DR,WETHERBEE RD,9400,F,F,F,F,1,75,Orange,5,0,0.725,9,0,52.9,1.2,1167.0354,1167.03540267649
14747,2024,6,877096,87000516,SR-5/US-1/BISCAYNE,NE 2 AVE,3700,F,F,F,W,1,87,Miami-Dade,6,0,0.512,9,0,99.9,5.5,822.8614,822.861446967186
14748,2024,2,720927,72220000,N/A,VALDURA AVE,45000,C,F,F,F,F,72,Duval,2,5.517,6.362,9,0,54.9,6.5,1358.2114,1358.21143060586
14749,2024,5,750204,75002000,SR-436,Bridge No-750807,66000,X,F,F,F,F,75,Orange,5,10.273,12.967,8,0,56.5,4.5,4335.6334,4335.63338026799
14750,2024,4,862005,86075000,N/A,N/A,172500,F,F,F,F,1,86,Broward,4,9.516,11.508,8,0,57.2,11.1,3205.8637,3205.86365378758
14751,2024,5,977006,75473006,REEDY CREEK RD,SR 429 SB,3200,C,F,F,W,F,75,Orange,8,0,0.47,8,0,99.9,16,771.3877,771.387722453718
14752,2024,5,755172,75080000,CRYSTAL LAKE DR,BUMBY AVE,10500,F,F,F,W,F,75,Orange,5,17.787,18.289,9,0,99.9,4.9,807.8544,807.854351408436
14753,2024,5,792057,79110015,ORANGE CAMP RD,I-4/SR-400,2200,S,F,F,W,F,79,Volusia,5,0,0.271,9,0,99.9,7.1,436.2012,436.201240235663
14754,2024,4,860117,86018000,DR MLK JR BLVD,SW 52 AVE,48500,C,F,F,F,2,86,Broward,4,3.043,3.274,9,0,55,5.7,371.1012,371.101189393108
14755,2024,5,750002,75020000,N/A,N/A,24000,C,F,F,F,A,75,Orange,5,17.285,18.687,9,0,52.9,10,2256.1164,2256.11637969642
14756,2024,2,725058,72160000,N/A,N/A,23500,C,F,F,F,F,72,Duval,2,12.163,12.774,9,0,54.9,1.5,982.9063,982.906333998983
14757,2024,4,864120,86075040,I-75/SR-93 NB,END OF BRIDGE 860513,40500,C,F,F,W,A,86,Broward,4,0,1.393,8,0,99.9,9.4,2234.9853,2234.98526615503
14758,2024,5,797030,79000104,BELLEVUE AVE,US-92/SR-600/ISB,950,S,F,F,F,2,79,Volusia,5,0,1.016,9,0,57.7,3.8,1642.3865,1642.38647421768
14759,2024,2,720975,72050444,OCEAN ST,MAIN ST,9200,X,F,F,W,F,72,Duval,2,0,0.065,9,0,99.9,1.1,114.9277,114.92772094551
14760,2024,5,709919,70220000,N/A,N END OF BR 700127,99308,C,A,A,A,A,70,Brevard,5,35.46,41.517,9,0,51.2,11.7,9747.9847,9747.98471817159
14761,2024,5,705119,70100001,SR-520 EB,SR-520/KING ST,14000,S,F,F,F,2,70,Brevard,5,0,1.142,9,0,99.9,16.8,1834.2879,1834.28787740311
14762,2024,5,758447,75000546,GEMINI BLVD,MCCULLOCH RD,13200,C,F,F,F,F,75,Orange,5,0,0.788,9,0,52.9,4.5,1268.191,1268.19103440057
14763,2024,4,865020,86080000,N/A,US 1/SR 5,18400,C,F,F,F,A,86,Broward,4,19.48,19.72,9,0,55,6,386.4862,386.486170125014
14764,2024,6,878247,87000617,OLD DIXIE HWY,SW 272 ST/TEMPMORE D,4600,F,F,F,F,F,87,Miami-Dade,6,0,1.924,9,0,52.7,16.8,3092.2106,3092.21057403851
14765,2024,5,790533,79100000,LAKE CO LINE,N/A,10000,C,F,F,F,A,79,Volusia,5,0,0.855,9.5,0,57.7,16.4,1375.7555,1375.75545287493
14766,2024,6,870559,87019000,FR 87260600/NW 167ST,SR 860/NW 183 ST,43000,C,F,F,F,F,87,Miami-Dade,6,1.716,2.74,9,0,54.9,7.4,1647.0561,1647.05608169146
14767,2024,6,872571,87020700,MARLIN RD,SW 152 ST/CORALREEF,650,C,F,F,F,A,87,Miami-Dade,6,1.234,4.193,9,0,52.7,50.2,4762.6268,4762.62682634738
14768,2024,2,722611,72270204,GORE MCDUFF AVE,GORE I-10 WB,4300,C,F,F,W, ,72,Duval,2,0,0.149,8,0,99.9,0,234.9247,234.924747959289
14769,2024,4,869413,86033504,MCNAB RD,SW 3 ST,21000,F,F,F,F,F,86,Broward,4,0,1.133,9,0,55,8.2,1821.831,1821.83101000767
14770,2024,5,790421,79170500,FLAGLER AVE,PENINSULA AVE,8500,F,F,F,F,1,79,Volusia,5,0.853,1.223,9,0,57.7,3.5,594.9784,594.978384248407
14771,2024,5,797036,79000151,HANGAR WAY,US-1,7800,S,F,F,F,2,79,Volusia,5,0,1.013,9,0,57.7,11.7,1626.3481,1626.34810344745
14772,2024,5,758340,75530000,W SIXTH AVE,E FOURTH AVE,37500,S,F,F,F,F,75,Orange,5,6.769,6.941,9,0,52.9,4.5,277.7764,277.776357556385
14773,2024,6,878595,87020500,SUNOCO GAS STATION,SW 320 ST/MOWRY DR,7200,F,F,F,F,F,87,Miami-Dade,6,0.164,1.252,9,0,52.7,9.4,1755.1188,1755.11879055625
14774,2024,5,798060,79000079,DERBYSHIRE RD,RIVERSIDE DR,2400,E,F,F,F,F,79,Volusia,5,0,1.9,9,0,57.7,6.7,3051.9485,3051.94851208609
14775,2024,3,555171,55000118,CR-0346/OX BOTTOM RD,US-319/SR-61,6100,F,F,F,F,F,55,Leon,3,0,1.067,9,0,66.1,5,1718.833,1718.8330193888
